firm_name,ticker,quarter,quarter_str,total_patents,ai_patents,ai_share
"Illumina, Inc.",ILMN,2017Q1,2017Q1,9,0,0.0
"Illumina, Inc.",ILMN,2017Q2,2017Q2,9,2,0.2222222222222222
"Illumina, Inc.",ILMN,2017Q3,2017Q3,8,2,0.25
"Illumina, Inc.",ILMN,2017Q4,2017Q4,10,4,0.4
"Illumina, Inc.",ILMN,2018Q1,2018Q1,7,0,0.0
"Illumina, Inc.",ILMN,2018Q2,2018Q2,9,0,0.0
"Illumina, Inc.",ILMN,2018Q3,2018Q3,7,1,0.14285714285714285
"Illumina, Inc.",ILMN,2018Q4,2018Q4,6,1,0.16666666666666666
"Illumina, Inc.",ILMN,2019Q1,2019Q1,9,3,0.3333333333333333
"Illumina, Inc.",ILMN,2019Q2,2019Q2,16,2,0.125
"Illumina, Inc.",ILMN,2019Q3,2019Q3,17,5,0.29411764705882354
"Illumina, Inc.",ILMN,2019Q4,2019Q4,12,3,0.25
"Illumina, Inc.",ILMN,2020Q1,2020Q1,24,6,0.25
"Illumina, Inc.",ILMN,2020Q2,2020Q2,11,2,0.18181818181818182
"Illumina, Inc.",ILMN,2020Q3,2020Q3,12,1,0.08333333333333333
"Illumina, Inc.",ILMN,2020Q4,2020Q4,30,8,0.26666666666666666
"Illumina, Inc.",ILMN,2021Q1,2021Q1,21,5,0.23809523809523808
"Illumina, Inc.",ILMN,2021Q2,2021Q2,25,6,0.24
"Illumina, Inc.",ILMN,2021Q3,2021Q3,16,1,0.0625
"Illumina, Inc.",ILMN,2021Q4,2021Q4,24,8,0.3333333333333333
"Illumina, Inc.",ILMN,2022Q1,2022Q1,17,9,0.5294117647058824
"Illumina, Inc.",ILMN,2022Q2,2022Q2,23,7,0.30434782608695654
"Illumina, Inc.",ILMN,2022Q3,2022Q3,27,7,0.25925925925925924
"Illumina, Inc.",ILMN,2022Q4,2022Q4,25,8,0.32
"Illumina, Inc.",ILMN,2023Q1,2023Q1,30,8,0.26666666666666666
"Illumina, Inc.",ILMN,2023Q2,2023Q2,23,8,0.34782608695652173
"Illumina, Inc.",ILMN,2023Q3,2023Q3,24,8,0.3333333333333333
"Illumina, Inc.",ILMN,2023Q4,2023Q4,35,7,0.2
Intel Corporation,INTC,2016Q1,2016Q1,687,196,0.2852983988355167
Intel Corporation,INTC,2016Q2,2016Q2,683,211,0.3089311859443631
Intel Corporation,INTC,2016Q3,2016Q3,697,218,0.3127690100430416
Intel Corporation,INTC,2016Q4,2016Q4,718,235,0.32729805013927576
Intel Corporation,INTC,2017Q1,2017Q1,743,268,0.360699865410498
Intel Corporation,INTC,2017Q2,2017Q2,786,231,0.29389312977099236
Intel Corporation,INTC,2017Q3,2017Q3,784,252,0.32142857142857145
Intel Corporation,INTC,2017Q4,2017Q4,712,221,0.3103932584269663
Intel Corporation,INTC,2018Q1,2018Q1,695,249,0.35827338129496406
Intel Corporation,INTC,2018Q2,2018Q2,676,236,0.34911242603550297
Intel Corporation,INTC,2018Q3,2018Q3,647,236,0.36476043276661513
Intel Corporation,INTC,2018Q4,2018Q4,717,274,0.3821478382147838
Intel Corporation,INTC,2019Q1,2019Q1,696,248,0.3563218390804598
Intel Corporation,INTC,2019Q2,2019Q2,750,279,0.372
Intel Corporation,INTC,2019Q3,2019Q3,754,279,0.37002652519893897
Intel Corporation,INTC,2019Q4,2019Q4,819,328,0.4004884004884005
Intel Corporation,INTC,2020Q1,2020Q1,726,303,0.41735537190082644
Intel Corporation,INTC,2020Q2,2020Q2,713,288,0.40392706872370265
Intel Corporation,INTC,2020Q3,2020Q3,747,288,0.3855421686746988
Intel Corporation,INTC,2020Q4,2020Q4,678,276,0.40707964601769914
Intel Corporation,INTC,2021Q1,2021Q1,748,312,0.41711229946524064
Intel Corporation,INTC,2021Q2,2021Q2,619,255,0.41195476575121165
Intel Corporation,INTC,2021Q3,2021Q3,632,237,0.375
Intel Corporation,INTC,2021Q4,2021Q4,616,230,0.37337662337662336
Intel Corporation,INTC,2022Q1,2022Q1,648,220,0.3395061728395062
Intel Corporation,INTC,2022Q2,2022Q2,625,233,0.3728
Intel Corporation,INTC,2022Q3,2022Q3,595,234,0.39327731092436974
Intel Corporation,INTC,2022Q4,2022Q4,550,187,0.34
Intel Corporation,INTC,2023Q1,2023Q1,539,199,0.3692022263450835
Intel Corporation,INTC,2023Q2,2023Q2,523,182,0.3479923518164436
Intel Corporation,INTC,2023Q3,2023Q3,573,207,0.3612565445026178
Intel Corporation,INTC,2023Q4,2023Q4,512,170,0.33203125
Intel IP Corporation,INTC,2016Q1,2016Q1,27,2,0.07407407407407407
Intel IP Corporation,INTC,2016Q2,2016Q2,35,4,0.11428571428571428
Intel IP Corporation,INTC,2016Q3,2016Q3,57,8,0.14035087719298245
Intel IP Corporation,INTC,2016Q4,2016Q4,58,1,0.017241379310344827
Intel IP Corporation,INTC,2017Q1,2017Q1,84,5,0.05952380952380952
Intel IP Corporation,INTC,2017Q2,2017Q2,67,4,0.05970149253731343
Intel IP Corporation,INTC,2017Q3,2017Q3,103,8,0.07766990291262135
Intel IP Corporation,INTC,2017Q4,2017Q4,106,6,0.05660377358490566
Intel IP Corporation,INTC,2018Q1,2018Q1,123,7,0.056910569105691054
Intel IP Corporation,INTC,2018Q2,2018Q2,95,6,0.06315789473684211
Intel IP Corporation,INTC,2018Q3,2018Q3,110,5,0.045454545454545456
Intel IP Corporation,INTC,2018Q4,2018Q4,118,9,0.07627118644067797
Intel IP Corporation,INTC,2019Q1,2019Q1,115,10,0.08695652173913043
Intel IP Corporation,INTC,2019Q2,2019Q2,100,7,0.07
Intel IP Corporation,INTC,2019Q3,2019Q3,118,10,0.0847457627118644
Intel IP Corporation,INTC,2019Q4,2019Q4,135,14,0.1037037037037037
Intel IP Corporation,INTC,2020Q1,2020Q1,56,4,0.07142857142857142
Intel IP Corporation,INTC,2020Q2,2020Q2,59,9,0.15254237288135594
Intel IP Corporation,INTC,2020Q3,2020Q3,55,9,0.16363636363636364
Intel IP Corporation,INTC,2020Q4,2020Q4,51,4,0.0784313725490196
Intel IP Corporation,INTC,2021Q1,2021Q1,37,3,0.08108108108108109
Intel IP Corporation,INTC,2021Q2,2021Q2,52,3,0.057692307692307696
Intel IP Corporation,INTC,2021Q3,2021Q3,4,1,0.25
Intel IP Corporation,INTC,2021Q4,2021Q4,2,0,0.0
Intel IP Corporation,INTC,2022Q2,2022Q2,1,0,0.0
Intel IP Corporation,INTC,2022Q3,2022Q3,2,1,0.5
Intel IP Corporation,INTC,2023Q4,2023Q4,1,1,1.0
"InterDigital Patent Holdings, Inc.",IDCC,2016Q1,2016Q1,36,1,0.027777777777777776
"InterDigital Patent Holdings, Inc.",IDCC,2016Q2,2016Q2,35,0,0.0
"InterDigital Patent Holdings, Inc.",IDCC,2016Q3,2016Q3,37,5,0.13513513513513514
"InterDigital Patent Holdings, Inc.",IDCC,2016Q4,2016Q4,43,1,0.023255813953488372
"InterDigital Patent Holdings, Inc.",IDCC,2017Q1,2017Q1,38,1,0.02631578947368421
"InterDigital Patent Holdings, Inc.",IDCC,2017Q2,2017Q2,38,2,0.05263157894736842
"InterDigital Patent Holdings, Inc.",IDCC,2017Q3,2017Q3,46,5,0.10869565217391304
"InterDigital Patent Holdings, Inc.",IDCC,2017Q4,2017Q4,62,1,0.016129032258064516
"InterDigital Patent Holdings, Inc.",IDCC,2018Q1,2018Q1,36,4,0.1111111111111111
"InterDigital Patent Holdings, Inc.",IDCC,2018Q2,2018Q2,35,0,0.0
"InterDigital Patent Holdings, Inc.",IDCC,2018Q3,2018Q3,38,2,0.05263157894736842
"InterDigital Patent Holdings, Inc.",IDCC,2018Q4,2018Q4,47,7,0.14893617021276595
"InterDigital Patent Holdings, Inc.",IDCC,2019Q1,2019Q1,40,7,0.175
"InterDigital Patent Holdings, Inc.",IDCC,2019Q2,2019Q2,60,13,0.21666666666666667
"InterDigital Patent Holdings, Inc.",IDCC,2019Q3,2019Q3,47,12,0.2553191489361702
"InterDigital Patent Holdings, Inc.",IDCC,2019Q4,2019Q4,44,4,0.09090909090909091
"InterDigital Patent Holdings, Inc.",IDCC,2020Q1,2020Q1,45,7,0.15555555555555556
"InterDigital Patent Holdings, Inc.",IDCC,2020Q2,2020Q2,43,6,0.13953488372093023
"InterDigital Patent Holdings, Inc.",IDCC,2020Q3,2020Q3,38,8,0.21052631578947367
"InterDigital Patent Holdings, Inc.",IDCC,2020Q4,2020Q4,29,8,0.27586206896551724
"InterDigital Patent Holdings, Inc.",IDCC,2021Q1,2021Q1,31,8,0.25806451612903225
"InterDigital Patent Holdings, Inc.",IDCC,2021Q2,2021Q2,23,3,0.13043478260869565
"InterDigital Patent Holdings, Inc.",IDCC,2021Q3,2021Q3,42,5,0.11904761904761904
"InterDigital Patent Holdings, Inc.",IDCC,2021Q4,2021Q4,21,6,0.2857142857142857
"InterDigital Patent Holdings, Inc.",IDCC,2022Q1,2022Q1,35,2,0.05714285714285714
"InterDigital Patent Holdings, Inc.",IDCC,2022Q2,2022Q2,22,2,0.09090909090909091
"InterDigital Patent Holdings, Inc.",IDCC,2022Q3,2022Q3,31,5,0.16129032258064516
"InterDigital Patent Holdings, Inc.",IDCC,2022Q4,2022Q4,21,0,0.0
"InterDigital Patent Holdings, Inc.",IDCC,2023Q1,2023Q1,35,0,0.0
"InterDigital Patent Holdings, Inc.",IDCC,2023Q2,2023Q2,49,2,0.04081632653061224
"InterDigital Patent Holdings, Inc.",IDCC,2023Q3,2023Q3,64,4,0.0625
"InterDigital Patent Holdings, Inc.",IDCC,2023Q4,2023Q4,71,7,0.09859154929577464
International Business Machines Corporation,IBM,2016Q1,2016Q1,2212,1205,0.544755877034358
International Business Machines Corporation,IBM,2016Q2,2016Q2,1922,1034,0.5379812695109261
International Business Machines Corporation,IBM,2016Q3,2016Q3,1863,973,0.5222758990874933
International Business Machines Corporation,IBM,2016Q4,2016Q4,2089,1123,0.5375777884155098
International Business Machines Corporation,IBM,2017Q1,2017Q1,2484,1225,0.49315619967793883
International Business Machines Corporation,IBM,2017Q2,2017Q2,2316,1179,0.5090673575129534
International Business Machines Corporation,IBM,2017Q3,2017Q3,2559,1321,0.5162172723720203
International Business Machines Corporation,IBM,2017Q4,2017Q4,1682,834,0.4958382877526754
International Business Machines Corporation,IBM,2018Q1,2018Q1,2622,1351,0.515255530129672
International Business Machines Corporation,IBM,2018Q2,2018Q2,2360,1229,0.5207627118644068
International Business Machines Corporation,IBM,2018Q3,2018Q3,2228,1152,0.5170556552962298
International Business Machines Corporation,IBM,2018Q4,2018Q4,1888,988,0.5233050847457628
International Business Machines Corporation,IBM,2019Q1,2019Q1,2681,1471,0.5486758672137262
International Business Machines Corporation,IBM,2019Q2,2019Q2,2587,1413,0.5461925009663703
International Business Machines Corporation,IBM,2019Q3,2019Q3,2611,1462,0.5599387207966297
International Business Machines Corporation,IBM,2019Q4,2019Q4,1376,791,0.5748546511627907
International Business Machines Corporation,IBM,2020Q1,2020Q1,3076,1759,0.5718465539661899
International Business Machines Corporation,IBM,2020Q2,2020Q2,2486,1417,0.5699919549477072
International Business Machines Corporation,IBM,2020Q3,2020Q3,2009,1189,0.5918367346938775
International Business Machines Corporation,IBM,2020Q4,2020Q4,1557,940,0.6037251123956326
International Business Machines Corporation,IBM,2021Q1,2021Q1,2439,1473,0.6039360393603936
International Business Machines Corporation,IBM,2021Q2,2021Q2,1940,1189,0.6128865979381444
International Business Machines Corporation,IBM,2021Q3,2021Q3,1882,1199,0.6370882040382572
International Business Machines Corporation,IBM,2021Q4,2021Q4,2419,1555,0.6428276147168251
International Business Machines Corporation,IBM,2022Q1,2022Q1,1265,848,0.6703557312252965
International Business Machines Corporation,IBM,2022Q2,2022Q2,1195,821,0.6870292887029289
International Business Machines Corporation,IBM,2022Q3,2022Q3,925,668,0.7221621621621621
International Business Machines Corporation,IBM,2022Q4,2022Q4,1013,733,0.7235932872655478
International Business Machines Corporation,IBM,2023Q1,2023Q1,903,647,0.716500553709856
International Business Machines Corporation,IBM,2023Q2,2023Q2,1100,787,0.7154545454545455
International Business Machines Corporation,IBM,2023Q3,2023Q3,820,556,0.6780487804878049
International Business Machines Corporation,IBM,2023Q4,2023Q4,834,535,0.6414868105515588
Intrinsic Innovation LLC,GOOGL,2021Q3,2021Q3,1,0,0.0
Intrinsic Innovation LLC,GOOGL,2021Q4,2021Q4,6,6,1.0
Intrinsic Innovation LLC,GOOGL,2022Q1,2022Q1,7,6,0.8571428571428571
Intrinsic Innovation LLC,GOOGL,2022Q2,2022Q2,2,2,1.0
Intrinsic Innovation LLC,GOOGL,2022Q3,2022Q3,3,3,1.0
Intrinsic Innovation LLC,GOOGL,2022Q4,2022Q4,13,13,1.0
Intrinsic Innovation LLC,GOOGL,2023Q1,2023Q1,11,11,1.0
Intrinsic Innovation LLC,GOOGL,2023Q2,2023Q2,9,9,1.0
Intrinsic Innovation LLC,GOOGL,2023Q3,2023Q3,6,6,1.0
Intrinsic Innovation LLC,GOOGL,2023Q4,2023Q4,11,11,1.0
Intuit Inc.,INTU,2016Q1,2016Q1,22,18,0.8181818181818182
Intuit Inc.,INTU,2016Q2,2016Q2,19,17,0.8947368421052632
Intuit Inc.,INTU,2016Q3,2016Q3,23,20,0.8695652173913043
Intuit Inc.,INTU,2016Q4,2016Q4,17,14,0.8235294117647058
Intuit Inc.,INTU,2017Q1,2017Q1,13,10,0.7692307692307693
Intuit Inc.,INTU,2017Q2,2017Q2,17,16,0.9411764705882353
Intuit Inc.,INTU,2017Q3,2017Q3,18,15,0.8333333333333334
Intuit Inc.,INTU,2017Q4,2017Q4,20,19,0.95
Intuit Inc.,INTU,2018Q1,2018Q1,27,24,0.8888888888888888
Intuit Inc.,INTU,2018Q2,2018Q2,22,20,0.9090909090909091
Intuit Inc.,INTU,2018Q3,2018Q3,30,26,0.8666666666666667
Intuit Inc.,INTU,2018Q4,2018Q4,42,37,0.8809523809523809
Intuit Inc.,INTU,2019Q1,2019Q1,35,32,0.9142857142857143
Intuit Inc.,INTU,2019Q2,2019Q2,23,21,0.9130434782608695
Intuit Inc.,INTU,2019Q3,2019Q3,61,51,0.8360655737704918
Intuit Inc.,INTU,2019Q4,2019Q4,40,33,0.825
Intuit Inc.,INTU,2020Q1,2020Q1,62,57,0.9193548387096774
Intuit Inc.,INTU,2020Q2,2020Q2,49,44,0.8979591836734694
Intuit Inc.,INTU,2020Q3,2020Q3,50,45,0.9
Intuit Inc.,INTU,2020Q4,2020Q4,43,41,0.9534883720930233
Intuit Inc.,INTU,2021Q1,2021Q1,44,40,0.9090909090909091
Intuit Inc.,INTU,2021Q2,2021Q2,62,60,0.967741935483871
Intuit Inc.,INTU,2021Q3,2021Q3,37,36,0.972972972972973
Intuit Inc.,INTU,2021Q4,2021Q4,49,45,0.9183673469387755
Intuit Inc.,INTU,2022Q1,2022Q1,36,33,0.9166666666666666
Intuit Inc.,INTU,2022Q2,2022Q2,46,44,0.9565217391304348
Intuit Inc.,INTU,2022Q3,2022Q3,63,57,0.9047619047619048
Intuit Inc.,INTU,2022Q4,2022Q4,27,22,0.8148148148148148
Intuit Inc.,INTU,2023Q1,2023Q1,61,58,0.9508196721311475
Intuit Inc.,INTU,2023Q2,2023Q2,57,50,0.8771929824561403
Intuit Inc.,INTU,2023Q3,2023Q3,48,41,0.8541666666666666
Intuit Inc.,INTU,2023Q4,2023Q4,81,77,0.9506172839506173
"Juniper Networks, Inc.",JNPR,2016Q1,2016Q1,64,12,0.1875
"Juniper Networks, Inc.",JNPR,2016Q2,2016Q2,48,15,0.3125
"Juniper Networks, Inc.",JNPR,2016Q3,2016Q3,71,23,0.323943661971831
"Juniper Networks, Inc.",JNPR,2016Q4,2016Q4,62,21,0.3387096774193548
"Juniper Networks, Inc.",JNPR,2017Q1,2017Q1,64,27,0.421875
"Juniper Networks, Inc.",JNPR,2017Q2,2017Q2,61,15,0.2459016393442623
"Juniper Networks, Inc.",JNPR,2017Q3,2017Q3,55,24,0.43636363636363634
"Juniper Networks, Inc.",JNPR,2017Q4,2017Q4,80,24,0.3
"Juniper Networks, Inc.",JNPR,2018Q1,2018Q1,57,14,0.24561403508771928
"Juniper Networks, Inc.",JNPR,2018Q2,2018Q2,64,18,0.28125
"Juniper Networks, Inc.",JNPR,2018Q3,2018Q3,75,26,0.3466666666666667
"Juniper Networks, Inc.",JNPR,2018Q4,2018Q4,70,21,0.3
"Juniper Networks, Inc.",JNPR,2019Q1,2019Q1,71,15,0.2112676056338028
"Juniper Networks, Inc.",JNPR,2019Q2,2019Q2,88,19,0.2159090909090909
"Juniper Networks, Inc.",JNPR,2019Q3,2019Q3,68,27,0.39705882352941174
"Juniper Networks, Inc.",JNPR,2019Q4,2019Q4,67,17,0.2537313432835821
"Juniper Networks, Inc.",JNPR,2020Q1,2020Q1,76,24,0.3157894736842105
"Juniper Networks, Inc.",JNPR,2020Q2,2020Q2,68,20,0.29411764705882354
"Juniper Networks, Inc.",JNPR,2020Q3,2020Q3,65,25,0.38461538461538464
"Juniper Networks, Inc.",JNPR,2020Q4,2020Q4,65,18,0.27692307692307694
"Juniper Networks, Inc.",JNPR,2021Q1,2021Q1,74,29,0.3918918918918919
"Juniper Networks, Inc.",JNPR,2021Q2,2021Q2,71,17,0.23943661971830985
"Juniper Networks, Inc.",JNPR,2021Q3,2021Q3,56,21,0.375
"Juniper Networks, Inc.",JNPR,2021Q4,2021Q4,67,30,0.44776119402985076
"Juniper Networks, Inc.",JNPR,2022Q1,2022Q1,71,32,0.4507042253521127
"Juniper Networks, Inc.",JNPR,2022Q2,2022Q2,82,23,0.2804878048780488
"Juniper Networks, Inc.",JNPR,2022Q3,2022Q3,66,22,0.3333333333333333
"Juniper Networks, Inc.",JNPR,2022Q4,2022Q4,63,28,0.4444444444444444
"Juniper Networks, Inc.",JNPR,2023Q1,2023Q1,64,19,0.296875
"Juniper Networks, Inc.",JNPR,2023Q2,2023Q2,56,23,0.4107142857142857
"Juniper Networks, Inc.",JNPR,2023Q3,2023Q3,68,28,0.4117647058823529
"Juniper Networks, Inc.",JNPR,2023Q4,2023Q4,71,34,0.4788732394366197
KLA Corporation,KLAC,2020Q1,2020Q1,1,0,0.0
KLA Corporation,KLAC,2020Q2,2020Q2,1,0,0.0
KLA Corporation,KLAC,2020Q3,2020Q3,6,2,0.3333333333333333
KLA Corporation,KLAC,2020Q4,2020Q4,18,5,0.2777777777777778
KLA Corporation,KLAC,2021Q1,2021Q1,19,7,0.3684210526315789
KLA Corporation,KLAC,2021Q2,2021Q2,18,5,0.2777777777777778
KLA Corporation,KLAC,2021Q3,2021Q3,31,10,0.3225806451612903
KLA Corporation,KLAC,2021Q4,2021Q4,19,5,0.2631578947368421
KLA Corporation,KLAC,2022Q1,2022Q1,22,6,0.2727272727272727
KLA Corporation,KLAC,2022Q2,2022Q2,37,9,0.24324324324324326
KLA Corporation,KLAC,2022Q3,2022Q3,33,16,0.48484848484848486
KLA Corporation,KLAC,2022Q4,2022Q4,25,8,0.32
KLA Corporation,KLAC,2023Q1,2023Q1,36,18,0.5
KLA Corporation,KLAC,2023Q2,2023Q2,32,13,0.40625
KLA Corporation,KLAC,2023Q3,2023Q3,27,10,0.37037037037037035
KLA Corporation,KLAC,2023Q4,2023Q4,30,10,0.3333333333333333
"KNOWLES ELECTRONICS, LLC",KN,2016Q1,2016Q1,3,0,0.0
"KNOWLES ELECTRONICS, LLC",KN,2016Q2,2016Q2,9,3,0.3333333333333333
"KNOWLES ELECTRONICS, LLC",KN,2016Q3,2016Q3,11,5,0.45454545454545453
"KNOWLES ELECTRONICS, LLC",KN,2016Q4,2016Q4,15,6,0.4
"KNOWLES ELECTRONICS, LLC",KN,2017Q1,2017Q1,6,3,0.5
"KNOWLES ELECTRONICS, LLC",KN,2017Q2,2017Q2,7,4,0.5714285714285714
"KNOWLES ELECTRONICS, LLC",KN,2017Q3,2017Q3,8,3,0.375
"KNOWLES ELECTRONICS, LLC",KN,2017Q4,2017Q4,18,10,0.5555555555555556
"KNOWLES ELECTRONICS, LLC",KN,2018Q1,2018Q1,8,0,0.0
"KNOWLES ELECTRONICS, LLC",KN,2018Q2,2018Q2,5,3,0.6
"KNOWLES ELECTRONICS, LLC",KN,2018Q3,2018Q3,5,4,0.8
"KNOWLES ELECTRONICS, LLC",KN,2018Q4,2018Q4,6,2,0.3333333333333333
"KNOWLES ELECTRONICS, LLC",KN,2019Q1,2019Q1,3,0,0.0
"KNOWLES ELECTRONICS, LLC",KN,2019Q2,2019Q2,11,6,0.5454545454545454
"KNOWLES ELECTRONICS, LLC",KN,2019Q3,2019Q3,6,2,0.3333333333333333
"KNOWLES ELECTRONICS, LLC",KN,2019Q4,2019Q4,7,2,0.2857142857142857
"KNOWLES ELECTRONICS, LLC",KN,2020Q1,2020Q1,3,0,0.0
"KNOWLES ELECTRONICS, LLC",KN,2020Q2,2020Q2,6,2,0.3333333333333333
"KNOWLES ELECTRONICS, LLC",KN,2020Q3,2020Q3,1,0,0.0
"KNOWLES ELECTRONICS, LLC",KN,2020Q4,2020Q4,6,1,0.16666666666666666
"KNOWLES ELECTRONICS, LLC",KN,2021Q1,2021Q1,11,2,0.18181818181818182
"KNOWLES ELECTRONICS, LLC",KN,2021Q2,2021Q2,4,0,0.0
"KNOWLES ELECTRONICS, LLC",KN,2021Q3,2021Q3,12,4,0.3333333333333333
"KNOWLES ELECTRONICS, LLC",KN,2021Q4,2021Q4,12,2,0.16666666666666666
"KNOWLES ELECTRONICS, LLC",KN,2022Q1,2022Q1,13,0,0.0
"KNOWLES ELECTRONICS, LLC",KN,2022Q2,2022Q2,13,3,0.23076923076923078
"KNOWLES ELECTRONICS, LLC",KN,2022Q3,2022Q3,9,1,0.1111111111111111
"KNOWLES ELECTRONICS, LLC",KN,2022Q4,2022Q4,16,1,0.0625
"KNOWLES ELECTRONICS, LLC",KN,2023Q1,2023Q1,15,1,0.06666666666666667
"KNOWLES ELECTRONICS, LLC",KN,2023Q2,2023Q2,13,1,0.07692307692307693
"KNOWLES ELECTRONICS, LLC",KN,2023Q3,2023Q3,12,1,0.08333333333333333
"KNOWLES ELECTRONICS, LLC",KN,2023Q4,2023Q4,11,0,0.0
"Kyndryl, Inc.",KD,2022Q1,2022Q1,41,38,0.926829268292683
"Kyndryl, Inc.",KD,2022Q2,2022Q2,59,51,0.864406779661017
"Kyndryl, Inc.",KD,2022Q3,2022Q3,45,40,0.8888888888888888
"Kyndryl, Inc.",KD,2022Q4,2022Q4,59,45,0.7627118644067796
"Kyndryl, Inc.",KD,2023Q1,2023Q1,61,49,0.8032786885245902
"Kyndryl, Inc.",KD,2023Q2,2023Q2,47,40,0.851063829787234
"Kyndryl, Inc.",KD,2023Q3,2023Q3,35,29,0.8285714285714286
"Kyndryl, Inc.",KD,2023Q4,2023Q4,29,25,0.8620689655172413
Life Technologies Corporation,TMO,2016Q1,2016Q1,28,2,0.07142857142857142
Life Technologies Corporation,TMO,2016Q2,2016Q2,30,2,0.06666666666666667
Life Technologies Corporation,TMO,2016Q3,2016Q3,29,3,0.10344827586206896
Life Technologies Corporation,TMO,2016Q4,2016Q4,40,4,0.1
Life Technologies Corporation,TMO,2017Q1,2017Q1,30,0,0.0
Life Technologies Corporation,TMO,2017Q2,2017Q2,16,0,0.0
Life Technologies Corporation,TMO,2017Q3,2017Q3,27,3,0.1111111111111111
Life Technologies Corporation,TMO,2017Q4,2017Q4,26,2,0.07692307692307693
Life Technologies Corporation,TMO,2018Q1,2018Q1,30,3,0.1
Life Technologies Corporation,TMO,2018Q2,2018Q2,44,8,0.18181818181818182
Life Technologies Corporation,TMO,2018Q3,2018Q3,28,0,0.0
Life Technologies Corporation,TMO,2018Q4,2018Q4,31,3,0.0967741935483871
Life Technologies Corporation,TMO,2019Q1,2019Q1,24,3,0.125
Life Technologies Corporation,TMO,2019Q2,2019Q2,28,4,0.14285714285714285
Life Technologies Corporation,TMO,2019Q3,2019Q3,42,6,0.14285714285714285
Life Technologies Corporation,TMO,2019Q4,2019Q4,35,8,0.22857142857142856
Life Technologies Corporation,TMO,2020Q1,2020Q1,28,2,0.07142857142857142
Life Technologies Corporation,TMO,2020Q2,2020Q2,34,4,0.11764705882352941
Life Technologies Corporation,TMO,2020Q3,2020Q3,24,2,0.08333333333333333
Life Technologies Corporation,TMO,2020Q4,2020Q4,27,2,0.07407407407407407
Life Technologies Corporation,TMO,2021Q1,2021Q1,30,6,0.2
Life Technologies Corporation,TMO,2021Q2,2021Q2,33,4,0.12121212121212122
Life Technologies Corporation,TMO,2021Q3,2021Q3,16,0,0.0
Life Technologies Corporation,TMO,2021Q4,2021Q4,21,5,0.23809523809523808
Life Technologies Corporation,TMO,2022Q1,2022Q1,19,4,0.21052631578947367
Life Technologies Corporation,TMO,2022Q2,2022Q2,17,1,0.058823529411764705
Life Technologies Corporation,TMO,2022Q3,2022Q3,16,3,0.1875
Life Technologies Corporation,TMO,2022Q4,2022Q4,19,5,0.2631578947368421
Life Technologies Corporation,TMO,2023Q1,2023Q1,29,4,0.13793103448275862
Life Technologies Corporation,TMO,2023Q2,2023Q2,14,3,0.21428571428571427
Life Technologies Corporation,TMO,2023Q3,2023Q3,22,2,0.09090909090909091
Life Technologies Corporation,TMO,2023Q4,2023Q4,22,3,0.13636363636363635
"Live Nation Entertainment, Inc.",LYV,2016Q1,2016Q1,3,2,0.6666666666666666
"Live Nation Entertainment, Inc.",LYV,2016Q2,2016Q2,1,1,1.0
"Live Nation Entertainment, Inc.",LYV,2016Q3,2016Q3,1,1,1.0
"Live Nation Entertainment, Inc.",LYV,2016Q4,2016Q4,4,2,0.5
"Live Nation Entertainment, Inc.",LYV,2017Q1,2017Q1,3,2,0.6666666666666666
"Live Nation Entertainment, Inc.",LYV,2017Q2,2017Q2,4,3,0.75
"Live Nation Entertainment, Inc.",LYV,2017Q3,2017Q3,4,4,1.0
"Live Nation Entertainment, Inc.",LYV,2017Q4,2017Q4,9,7,0.7777777777777778
"Live Nation Entertainment, Inc.",LYV,2018Q1,2018Q1,5,4,0.8
"Live Nation Entertainment, Inc.",LYV,2018Q2,2018Q2,6,2,0.3333333333333333
"Live Nation Entertainment, Inc.",LYV,2018Q3,2018Q3,3,2,0.6666666666666666
"Live Nation Entertainment, Inc.",LYV,2018Q4,2018Q4,4,4,1.0
"Live Nation Entertainment, Inc.",LYV,2019Q1,2019Q1,5,5,1.0
"Live Nation Entertainment, Inc.",LYV,2019Q2,2019Q2,4,3,0.75
"Live Nation Entertainment, Inc.",LYV,2019Q3,2019Q3,8,5,0.625
"Live Nation Entertainment, Inc.",LYV,2019Q4,2019Q4,4,4,1.0
"Live Nation Entertainment, Inc.",LYV,2020Q1,2020Q1,6,4,0.6666666666666666
"Live Nation Entertainment, Inc.",LYV,2020Q2,2020Q2,4,1,0.25
"Live Nation Entertainment, Inc.",LYV,2020Q3,2020Q3,5,4,0.8
"Live Nation Entertainment, Inc.",LYV,2020Q4,2020Q4,4,2,0.5
"Live Nation Entertainment, Inc.",LYV,2021Q1,2021Q1,3,3,1.0
"Live Nation Entertainment, Inc.",LYV,2021Q2,2021Q2,5,3,0.6
"Live Nation Entertainment, Inc.",LYV,2021Q3,2021Q3,3,2,0.6666666666666666
"Live Nation Entertainment, Inc.",LYV,2021Q4,2021Q4,2,1,0.5
"Live Nation Entertainment, Inc.",LYV,2022Q1,2022Q1,7,5,0.7142857142857143
"Live Nation Entertainment, Inc.",LYV,2022Q2,2022Q2,4,3,0.75
"Live Nation Entertainment, Inc.",LYV,2022Q3,2022Q3,5,5,1.0
"Live Nation Entertainment, Inc.",LYV,2022Q4,2022Q4,7,6,0.8571428571428571
"Live Nation Entertainment, Inc.",LYV,2023Q1,2023Q1,5,3,0.6
