firm_name,ticker,quarter,quarter_str,total_patents,ai_patents,ai_share
"Salesforce.com, Inc.",CRM,2019Q1,2019Q1,69,52,0.7536231884057971
"Salesforce.com, Inc.",CRM,2019Q2,2019Q2,65,47,0.7230769230769231
"Salesforce.com, Inc.",CRM,2019Q3,2019Q3,87,70,0.8045977011494253
"Salesforce.com, Inc.",CRM,2019Q4,2019Q4,108,88,0.8148148148148148
"Salesforce.com, Inc.",CRM,2020Q1,2020Q1,107,92,0.8598130841121495
"Salesforce.com, Inc.",CRM,2020Q2,2020Q2,100,76,0.76
"Salesforce.com, Inc.",CRM,2020Q3,2020Q3,126,104,0.8253968253968254
"Salesforce.com, Inc.",CRM,2020Q4,2020Q4,119,101,0.8487394957983193
"Salesforce.com, Inc.",CRM,2021Q1,2021Q1,142,110,0.7746478873239436
"Salesforce.com, Inc.",CRM,2021Q2,2021Q2,116,102,0.8793103448275862
"Salesforce.com, Inc.",CRM,2021Q3,2021Q3,124,105,0.8467741935483871
"Salesforce.com, Inc.",CRM,2021Q4,2021Q4,101,89,0.8811881188118812
"Salesforce.com, Inc.",CRM,2022Q1,2022Q1,137,121,0.8832116788321168
"Salesforce.com, Inc.",CRM,2022Q2,2022Q2,93,78,0.8387096774193549
"Salesforce.com, Inc.",CRM,2022Q3,2022Q3,60,55,0.9166666666666666
"Salesforce.com, Inc.",CRM,2022Q4,2022Q4,85,71,0.8352941176470589
"Salesforce.com, Inc.",CRM,2023Q1,2023Q1,67,56,0.835820895522388
"Salesforce.com, Inc.",CRM,2023Q2,2023Q2,43,39,0.9069767441860465
"Salesforce.com, Inc.",CRM,2023Q3,2023Q3,12,11,0.9166666666666666
"Salesforce.com, Inc.",CRM,2023Q4,2023Q4,19,19,1.0
"ServiceNow, Inc.",NOW,2016Q3,2016Q3,3,3,1.0
"ServiceNow, Inc.",NOW,2016Q4,2016Q4,4,3,0.75
"ServiceNow, Inc.",NOW,2017Q1,2017Q1,1,1,1.0
"ServiceNow, Inc.",NOW,2017Q2,2017Q2,5,5,1.0
"ServiceNow, Inc.",NOW,2017Q3,2017Q3,3,2,0.6666666666666666
"ServiceNow, Inc.",NOW,2017Q4,2017Q4,1,1,1.0
"ServiceNow, Inc.",NOW,2018Q1,2018Q1,2,1,0.5
"ServiceNow, Inc.",NOW,2018Q2,2018Q2,6,4,0.6666666666666666
"ServiceNow, Inc.",NOW,2018Q3,2018Q3,8,6,0.75
"ServiceNow, Inc.",NOW,2018Q4,2018Q4,8,8,1.0
"ServiceNow, Inc.",NOW,2019Q1,2019Q1,19,17,0.8947368421052632
"ServiceNow, Inc.",NOW,2019Q2,2019Q2,18,15,0.8333333333333334
"ServiceNow, Inc.",NOW,2019Q3,2019Q3,17,15,0.8823529411764706
"ServiceNow, Inc.",NOW,2019Q4,2019Q4,40,29,0.725
"ServiceNow, Inc.",NOW,2020Q1,2020Q1,31,24,0.7741935483870968
"ServiceNow, Inc.",NOW,2020Q2,2020Q2,36,34,0.9444444444444444
"ServiceNow, Inc.",NOW,2020Q3,2020Q3,65,59,0.9076923076923077
"ServiceNow, Inc.",NOW,2020Q4,2020Q4,70,58,0.8285714285714286
"ServiceNow, Inc.",NOW,2021Q1,2021Q1,50,42,0.84
"ServiceNow, Inc.",NOW,2021Q2,2021Q2,45,40,0.8888888888888888
"ServiceNow, Inc.",NOW,2021Q3,2021Q3,65,57,0.8769230769230769
"ServiceNow, Inc.",NOW,2021Q4,2021Q4,51,43,0.8431372549019608
"ServiceNow, Inc.",NOW,2022Q1,2022Q1,68,59,0.8676470588235294
"ServiceNow, Inc.",NOW,2022Q2,2022Q2,45,40,0.8888888888888888
"ServiceNow, Inc.",NOW,2022Q3,2022Q3,57,47,0.8245614035087719
"ServiceNow, Inc.",NOW,2022Q4,2022Q4,48,41,0.8541666666666666
"ServiceNow, Inc.",NOW,2023Q1,2023Q1,32,28,0.875
"ServiceNow, Inc.",NOW,2023Q2,2023Q2,35,27,0.7714285714285715
"ServiceNow, Inc.",NOW,2023Q3,2023Q3,49,45,0.9183673469387755
"ServiceNow, Inc.",NOW,2023Q4,2023Q4,28,24,0.8571428571428571
"Shutterstock, Inc.",SSTK,2016Q3,2016Q3,1,1,1.0
"Shutterstock, Inc.",SSTK,2017Q1,2017Q1,1,1,1.0
"Shutterstock, Inc.",SSTK,2017Q2,2017Q2,2,2,1.0
"Shutterstock, Inc.",SSTK,2017Q3,2017Q3,1,1,1.0
"Shutterstock, Inc.",SSTK,2017Q4,2017Q4,1,1,1.0
"Shutterstock, Inc.",SSTK,2018Q1,2018Q1,2,2,1.0
"Shutterstock, Inc.",SSTK,2018Q2,2018Q2,3,3,1.0
"Shutterstock, Inc.",SSTK,2018Q4,2018Q4,2,2,1.0
"Shutterstock, Inc.",SSTK,2019Q1,2019Q1,1,1,1.0
"Shutterstock, Inc.",SSTK,2019Q2,2019Q2,1,1,1.0
"Shutterstock, Inc.",SSTK,2019Q3,2019Q3,3,3,1.0
"Shutterstock, Inc.",SSTK,2019Q4,2019Q4,8,8,1.0
"Shutterstock, Inc.",SSTK,2020Q1,2020Q1,5,5,1.0
"Shutterstock, Inc.",SSTK,2020Q2,2020Q2,4,4,1.0
"Shutterstock, Inc.",SSTK,2020Q3,2020Q3,7,7,1.0
"Shutterstock, Inc.",SSTK,2020Q4,2020Q4,1,0,0.0
"Shutterstock, Inc.",SSTK,2021Q1,2021Q1,7,7,1.0
"Shutterstock, Inc.",SSTK,2021Q2,2021Q2,13,10,0.7692307692307693
"Shutterstock, Inc.",SSTK,2021Q3,2021Q3,3,3,1.0
"Shutterstock, Inc.",SSTK,2021Q4,2021Q4,2,2,1.0
"Shutterstock, Inc.",SSTK,2022Q1,2022Q1,2,2,1.0
"Shutterstock, Inc.",SSTK,2022Q2,2022Q2,1,1,1.0
"Shutterstock, Inc.",SSTK,2022Q3,2022Q3,2,2,1.0
"Shutterstock, Inc.",SSTK,2022Q4,2022Q4,4,4,1.0
"Shutterstock, Inc.",SSTK,2023Q1,2023Q1,2,2,1.0
"Shutterstock, Inc.",SSTK,2023Q2,2023Q2,2,2,1.0
"Shutterstock, Inc.",SSTK,2023Q4,2023Q4,2,1,0.5
Snowflake Inc.,SNOW,2019Q2,2019Q2,1,1,1.0
Snowflake Inc.,SNOW,2019Q3,2019Q3,1,1,1.0
Snowflake Inc.,SNOW,2019Q4,2019Q4,1,1,1.0
Snowflake Inc.,SNOW,2020Q1,2020Q1,6,4,0.6666666666666666
Snowflake Inc.,SNOW,2020Q2,2020Q2,8,5,0.625
Snowflake Inc.,SNOW,2020Q3,2020Q3,16,12,0.75
Snowflake Inc.,SNOW,2020Q4,2020Q4,28,26,0.9285714285714286
Snowflake Inc.,SNOW,2021Q1,2021Q1,15,12,0.8
Snowflake Inc.,SNOW,2021Q2,2021Q2,58,44,0.7586206896551724
Snowflake Inc.,SNOW,2021Q3,2021Q3,39,35,0.8974358974358975
Snowflake Inc.,SNOW,2021Q4,2021Q4,45,33,0.7333333333333333
Snowflake Inc.,SNOW,2022Q1,2022Q1,45,39,0.8666666666666667
Snowflake Inc.,SNOW,2022Q2,2022Q2,64,48,0.75
Snowflake Inc.,SNOW,2022Q3,2022Q3,36,31,0.8611111111111112
Snowflake Inc.,SNOW,2022Q4,2022Q4,73,61,0.8356164383561644
Snowflake Inc.,SNOW,2023Q1,2023Q1,53,45,0.8490566037735849
Snowflake Inc.,SNOW,2023Q2,2023Q2,53,40,0.7547169811320755
Snowflake Inc.,SNOW,2023Q3,2023Q3,56,47,0.8392857142857143
Snowflake Inc.,SNOW,2023Q4,2023Q4,52,41,0.7884615384615384
"SoundHound, Inc.",SOUN,2016Q1,2016Q1,2,2,1.0
"SoundHound, Inc.",SOUN,2016Q2,2016Q2,2,2,1.0
"SoundHound, Inc.",SOUN,2016Q3,2016Q3,2,2,1.0
"SoundHound, Inc.",SOUN,2016Q4,2016Q4,1,1,1.0
"SoundHound, Inc.",SOUN,2017Q1,2017Q1,3,3,1.0
"SoundHound, Inc.",SOUN,2017Q2,2017Q2,3,3,1.0
"SoundHound, Inc.",SOUN,2018Q3,2018Q3,1,1,1.0
"SoundHound, Inc.",SOUN,2018Q4,2018Q4,2,2,1.0
"SoundHound, Inc.",SOUN,2019Q1,2019Q1,2,2,1.0
"SoundHound, Inc.",SOUN,2019Q2,2019Q2,4,4,1.0
"SoundHound, Inc.",SOUN,2019Q3,2019Q3,4,4,1.0
"SoundHound, Inc.",SOUN,2019Q4,2019Q4,1,1,1.0
"SoundHound, Inc.",SOUN,2020Q1,2020Q1,3,3,1.0
"SoundHound, Inc.",SOUN,2020Q2,2020Q2,3,3,1.0
"SoundHound, Inc.",SOUN,2020Q3,2020Q3,1,1,1.0
"SoundHound, Inc.",SOUN,2020Q4,2020Q4,3,3,1.0
"SoundHound, Inc.",SOUN,2021Q1,2021Q1,2,2,1.0
"SoundHound, Inc.",SOUN,2021Q2,2021Q2,6,6,1.0
"SoundHound, Inc.",SOUN,2021Q3,2021Q3,5,5,1.0
"SoundHound, Inc.",SOUN,2021Q4,2021Q4,6,6,1.0
"SoundHound, Inc.",SOUN,2022Q1,2022Q1,6,6,1.0
"SoundHound, Inc.",SOUN,2022Q2,2022Q2,7,7,1.0
"SoundHound, Inc.",SOUN,2022Q3,2022Q3,3,3,1.0
"SoundHound, Inc.",SOUN,2022Q4,2022Q4,3,3,1.0
"SoundHound, Inc.",SOUN,2023Q1,2023Q1,3,2,0.6666666666666666
"SoundHound, Inc.",SOUN,2023Q2,2023Q2,1,1,1.0
"SoundHound, Inc.",SOUN,2023Q3,2023Q3,3,3,1.0
"SoundHound, Inc.",SOUN,2023Q4,2023Q4,2,2,1.0
Stryker Corporation,SYK,2016Q1,2016Q1,11,3,0.2727272727272727
Stryker Corporation,SYK,2016Q2,2016Q2,19,2,0.10526315789473684
Stryker Corporation,SYK,2016Q3,2016Q3,12,1,0.08333333333333333
Stryker Corporation,SYK,2016Q4,2016Q4,23,1,0.043478260869565216
Stryker Corporation,SYK,2017Q1,2017Q1,17,3,0.17647058823529413
Stryker Corporation,SYK,2017Q2,2017Q2,19,1,0.05263157894736842
Stryker Corporation,SYK,2017Q3,2017Q3,13,2,0.15384615384615385
Stryker Corporation,SYK,2017Q4,2017Q4,21,3,0.14285714285714285
Stryker Corporation,SYK,2018Q1,2018Q1,7,0,0.0
Stryker Corporation,SYK,2018Q2,2018Q2,24,2,0.08333333333333333
Stryker Corporation,SYK,2018Q3,2018Q3,25,1,0.04
Stryker Corporation,SYK,2018Q4,2018Q4,17,1,0.058823529411764705
Stryker Corporation,SYK,2019Q1,2019Q1,17,2,0.11764705882352941
Stryker Corporation,SYK,2019Q2,2019Q2,29,2,0.06896551724137931
Stryker Corporation,SYK,2019Q3,2019Q3,32,7,0.21875
Stryker Corporation,SYK,2019Q4,2019Q4,40,6,0.15
Stryker Corporation,SYK,2020Q1,2020Q1,26,4,0.15384615384615385
Stryker Corporation,SYK,2020Q2,2020Q2,33,4,0.12121212121212122
Stryker Corporation,SYK,2020Q3,2020Q3,35,4,0.11428571428571428
Stryker Corporation,SYK,2020Q4,2020Q4,45,6,0.13333333333333333
Stryker Corporation,SYK,2021Q1,2021Q1,41,8,0.1951219512195122
Stryker Corporation,SYK,2021Q2,2021Q2,34,3,0.08823529411764706
Stryker Corporation,SYK,2021Q3,2021Q3,45,6,0.13333333333333333
Stryker Corporation,SYK,2021Q4,2021Q4,32,2,0.0625
Stryker Corporation,SYK,2022Q1,2022Q1,37,4,0.10810810810810811
Stryker Corporation,SYK,2022Q2,2022Q2,39,4,0.10256410256410256
Stryker Corporation,SYK,2022Q3,2022Q3,41,5,0.12195121951219512
Stryker Corporation,SYK,2022Q4,2022Q4,44,4,0.09090909090909091
Stryker Corporation,SYK,2023Q1,2023Q1,41,5,0.12195121951219512
Stryker Corporation,SYK,2023Q2,2023Q2,52,10,0.19230769230769232
Stryker Corporation,SYK,2023Q3,2023Q3,46,9,0.1956521739130435
Stryker Corporation,SYK,2023Q4,2023Q4,58,12,0.20689655172413793
Synaptics Incorporated,SYNA,2016Q1,2016Q1,26,5,0.19230769230769232
Synaptics Incorporated,SYNA,2016Q2,2016Q2,26,5,0.19230769230769232
Synaptics Incorporated,SYNA,2016Q3,2016Q3,29,4,0.13793103448275862
Synaptics Incorporated,SYNA,2016Q4,2016Q4,21,9,0.42857142857142855
Synaptics Incorporated,SYNA,2017Q1,2017Q1,37,11,0.2972972972972973
Synaptics Incorporated,SYNA,2017Q2,2017Q2,26,7,0.2692307692307692
Synaptics Incorporated,SYNA,2017Q3,2017Q3,39,6,0.15384615384615385
Synaptics Incorporated,SYNA,2017Q4,2017Q4,47,15,0.3191489361702128
Synaptics Incorporated,SYNA,2018Q1,2018Q1,47,14,0.2978723404255319
Synaptics Incorporated,SYNA,2018Q2,2018Q2,40,9,0.225
Synaptics Incorporated,SYNA,2018Q3,2018Q3,42,12,0.2857142857142857
Synaptics Incorporated,SYNA,2018Q4,2018Q4,46,14,0.30434782608695654
Synaptics Incorporated,SYNA,2019Q1,2019Q1,33,9,0.2727272727272727
Synaptics Incorporated,SYNA,2019Q2,2019Q2,31,13,0.41935483870967744
Synaptics Incorporated,SYNA,2019Q3,2019Q3,32,11,0.34375
Synaptics Incorporated,SYNA,2019Q4,2019Q4,28,13,0.4642857142857143
Synaptics Incorporated,SYNA,2020Q1,2020Q1,28,10,0.35714285714285715
Synaptics Incorporated,SYNA,2020Q2,2020Q2,21,5,0.23809523809523808
Synaptics Incorporated,SYNA,2020Q3,2020Q3,26,12,0.46153846153846156
Synaptics Incorporated,SYNA,2020Q4,2020Q4,25,3,0.12
Synaptics Incorporated,SYNA,2021Q1,2021Q1,19,2,0.10526315789473684
Synaptics Incorporated,SYNA,2021Q2,2021Q2,38,13,0.34210526315789475
Synaptics Incorporated,SYNA,2021Q3,2021Q3,29,15,0.5172413793103449
Synaptics Incorporated,SYNA,2021Q4,2021Q4,38,10,0.2631578947368421
Synaptics Incorporated,SYNA,2022Q1,2022Q1,25,8,0.32
Synaptics Incorporated,SYNA,2022Q2,2022Q2,17,7,0.4117647058823529
Synaptics Incorporated,SYNA,2022Q3,2022Q3,15,4,0.26666666666666666
Synaptics Incorporated,SYNA,2022Q4,2022Q4,24,7,0.2916666666666667
Synaptics Incorporated,SYNA,2023Q1,2023Q1,20,7,0.35
Synaptics Incorporated,SYNA,2023Q2,2023Q2,16,4,0.25
Synaptics Incorporated,SYNA,2023Q3,2023Q3,19,6,0.3157894736842105
Synaptics Incorporated,SYNA,2023Q4,2023Q4,17,7,0.4117647058823529
"T-Mobile USA, Inc.",TMUS,2016Q1,2016Q1,14,4,0.2857142857142857
"T-Mobile USA, Inc.",TMUS,2016Q2,2016Q2,16,6,0.375
"T-Mobile USA, Inc.",TMUS,2016Q3,2016Q3,20,4,0.2
"T-Mobile USA, Inc.",TMUS,2016Q4,2016Q4,13,3,0.23076923076923078
"T-Mobile USA, Inc.",TMUS,2017Q1,2017Q1,30,8,0.26666666666666666
"T-Mobile USA, Inc.",TMUS,2017Q2,2017Q2,21,5,0.23809523809523808
"T-Mobile USA, Inc.",TMUS,2017Q3,2017Q3,29,7,0.2413793103448276
"T-Mobile USA, Inc.",TMUS,2017Q4,2017Q4,44,13,0.29545454545454547
"T-Mobile USA, Inc.",TMUS,2018Q1,2018Q1,12,3,0.25
"T-Mobile USA, Inc.",TMUS,2018Q2,2018Q2,33,9,0.2727272727272727
"T-Mobile USA, Inc.",TMUS,2018Q3,2018Q3,54,12,0.2222222222222222
"T-Mobile USA, Inc.",TMUS,2018Q4,2018Q4,39,16,0.41025641025641024
"T-Mobile USA, Inc.",TMUS,2019Q1,2019Q1,54,19,0.35185185185185186
"T-Mobile USA, Inc.",TMUS,2019Q2,2019Q2,42,11,0.2619047619047619
"T-Mobile USA, Inc.",TMUS,2019Q3,2019Q3,63,21,0.3333333333333333
"T-Mobile USA, Inc.",TMUS,2019Q4,2019Q4,90,28,0.3111111111111111
"T-Mobile USA, Inc.",TMUS,2020Q1,2020Q1,54,16,0.2962962962962963
"T-Mobile USA, Inc.",TMUS,2020Q2,2020Q2,83,21,0.25301204819277107
"T-Mobile USA, Inc.",TMUS,2020Q3,2020Q3,80,26,0.325
"T-Mobile USA, Inc.",TMUS,2020Q4,2020Q4,79,28,0.35443037974683544
"T-Mobile USA, Inc.",TMUS,2021Q1,2021Q1,54,14,0.25925925925925924
"T-Mobile USA, Inc.",TMUS,2021Q2,2021Q2,72,23,0.3194444444444444
"T-Mobile USA, Inc.",TMUS,2021Q3,2021Q3,93,21,0.22580645161290322
"T-Mobile USA, Inc.",TMUS,2021Q4,2021Q4,87,33,0.3793103448275862
"T-Mobile USA, Inc.",TMUS,2022Q1,2022Q1,75,25,0.3333333333333333
"T-Mobile USA, Inc.",TMUS,2022Q2,2022Q2,93,39,0.41935483870967744
"T-Mobile USA, Inc.",TMUS,2022Q3,2022Q3,86,33,0.38372093023255816
"T-Mobile USA, Inc.",TMUS,2022Q4,2022Q4,102,41,0.4019607843137255
"T-Mobile USA, Inc.",TMUS,2023Q1,2023Q1,94,37,0.39361702127659576
"T-Mobile USA, Inc.",TMUS,2023Q2,2023Q2,99,37,0.37373737373737376
"T-Mobile USA, Inc.",TMUS,2023Q3,2023Q3,99,39,0.3939393939393939
"T-Mobile USA, Inc.",TMUS,2023Q4,2023Q4,91,36,0.3956043956043956
"TARGET BRANDS, INC.",TGT,2016Q1,2016Q1,13,1,0.07692307692307693
"TARGET BRANDS, INC.",TGT,2016Q2,2016Q2,9,1,0.1111111111111111
"TARGET BRANDS, INC.",TGT,2016Q3,2016Q3,15,1,0.06666666666666667
"TARGET BRANDS, INC.",TGT,2016Q4,2016Q4,9,0,0.0
"TARGET BRANDS, INC.",TGT,2017Q1,2017Q1,8,1,0.125
"TARGET BRANDS, INC.",TGT,2017Q2,2017Q2,12,4,0.3333333333333333
"TARGET BRANDS, INC.",TGT,2017Q3,2017Q3,7,0,0.0
"TARGET BRANDS, INC.",TGT,2017Q4,2017Q4,10,0,0.0
"TARGET BRANDS, INC.",TGT,2018Q1,2018Q1,5,1,0.2
"TARGET BRANDS, INC.",TGT,2018Q2,2018Q2,5,1,0.2
"TARGET BRANDS, INC.",TGT,2018Q3,2018Q3,4,0,0.0
"TARGET BRANDS, INC.",TGT,2018Q4,2018Q4,3,1,0.3333333333333333
"TARGET BRANDS, INC.",TGT,2019Q1,2019Q1,3,2,0.6666666666666666
"TARGET BRANDS, INC.",TGT,2019Q2,2019Q2,6,1,0.16666666666666666
"TARGET BRANDS, INC.",TGT,2019Q3,2019Q3,5,1,0.2
"TARGET BRANDS, INC.",TGT,2019Q4,2019Q4,11,3,0.2727272727272727
"TARGET BRANDS, INC.",TGT,2020Q1,2020Q1,13,6,0.46153846153846156
"TARGET BRANDS, INC.",TGT,2020Q2,2020Q2,7,2,0.2857142857142857
"TARGET BRANDS, INC.",TGT,2020Q3,2020Q3,15,7,0.4666666666666667
"TARGET BRANDS, INC.",TGT,2020Q4,2020Q4,12,7,0.5833333333333334
"TARGET BRANDS, INC.",TGT,2021Q1,2021Q1,17,11,0.6470588235294118
"TARGET BRANDS, INC.",TGT,2021Q2,2021Q2,11,7,0.6363636363636364
"TARGET BRANDS, INC.",TGT,2021Q3,2021Q3,21,17,0.8095238095238095
"TARGET BRANDS, INC.",TGT,2021Q4,2021Q4,16,13,0.8125
"TARGET BRANDS, INC.",TGT,2022Q1,2022Q1,13,7,0.5384615384615384
"TARGET BRANDS, INC.",TGT,2022Q2,2022Q2,21,16,0.7619047619047619
"TARGET BRANDS, INC.",TGT,2022Q3,2022Q3,15,11,0.7333333333333333
"TARGET BRANDS, INC.",TGT,2022Q4,2022Q4,21,15,0.7142857142857143
"TARGET BRANDS, INC.",TGT,2023Q1,2023Q1,17,12,0.7058823529411765
"TARGET BRANDS, INC.",TGT,2023Q2,2023Q2,18,14,0.7777777777777778
"TARGET BRANDS, INC.",TGT,2023Q3,2023Q3,20,16,0.8
"TARGET BRANDS, INC.",TGT,2023Q4,2023Q4,21,19,0.9047619047619048
TEXAS INSTRUMENTS INCORPORATED,TXN,2016Q1,2016Q1,211,29,0.13744075829383887
TEXAS INSTRUMENTS INCORPORATED,TXN,2016Q2,2016Q2,232,24,0.10344827586206896
TEXAS INSTRUMENTS INCORPORATED,TXN,2016Q3,2016Q3,213,24,0.11267605633802817
TEXAS INSTRUMENTS INCORPORATED,TXN,2016Q4,2016Q4,232,35,0.15086206896551724
TEXAS INSTRUMENTS INCORPORATED,TXN,2017Q1,2017Q1,214,32,0.14953271028037382
TEXAS INSTRUMENTS INCORPORATED,TXN,2017Q2,2017Q2,246,23,0.09349593495934959
TEXAS INSTRUMENTS INCORPORATED,TXN,2017Q3,2017Q3,247,35,0.1417004048582996
TEXAS INSTRUMENTS INCORPORATED,TXN,2017Q4,2017Q4,218,27,0.12385321100917432
TEXAS INSTRUMENTS INCORPORATED,TXN,2018Q1,2018Q1,169,16,0.09467455621301775
TEXAS INSTRUMENTS INCORPORATED,TXN,2018Q2,2018Q2,179,16,0.0893854748603352
TEXAS INSTRUMENTS INCORPORATED,TXN,2018Q3,2018Q3,224,28,0.125
TEXAS INSTRUMENTS INCORPORATED,TXN,2018Q4,2018Q4,215,27,0.12558139534883722
TEXAS INSTRUMENTS INCORPORATED,TXN,2019Q1,2019Q1,179,19,0.10614525139664804
TEXAS INSTRUMENTS INCORPORATED,TXN,2019Q2,2019Q2,209,33,0.15789473684210525
TEXAS INSTRUMENTS INCORPORATED,TXN,2019Q3,2019Q3,240,33,0.1375
TEXAS INSTRUMENTS INCORPORATED,TXN,2019Q4,2019Q4,266,47,0.17669172932330826
TEXAS INSTRUMENTS INCORPORATED,TXN,2020Q1,2020Q1,300,30,0.1
TEXAS INSTRUMENTS INCORPORATED,TXN,2020Q2,2020Q2,285,43,0.15087719298245614
TEXAS INSTRUMENTS INCORPORATED,TXN,2020Q3,2020Q3,282,41,0.1453900709219858
TEXAS INSTRUMENTS INCORPORATED,TXN,2020Q4,2020Q4,281,31,0.1103202846975089
TEXAS INSTRUMENTS INCORPORATED,TXN,2021Q1,2021Q1,256,40,0.15625
TEXAS INSTRUMENTS INCORPORATED,TXN,2021Q2,2021Q2,224,32,0.14285714285714285
TEXAS INSTRUMENTS INCORPORATED,TXN,2021Q3,2021Q3,258,42,0.16279069767441862
TEXAS INSTRUMENTS INCORPORATED,TXN,2021Q4,2021Q4,235,34,0.14468085106382977
TEXAS INSTRUMENTS INCORPORATED,TXN,2022Q1,2022Q1,219,49,0.2237442922374429
TEXAS INSTRUMENTS INCORPORATED,TXN,2022Q2,2022Q2,247,47,0.1902834008097166
TEXAS INSTRUMENTS INCORPORATED,TXN,2022Q3,2022Q3,221,43,0.19457013574660634
TEXAS INSTRUMENTS INCORPORATED,TXN,2022Q4,2022Q4,224,37,0.16517857142857142
TEXAS INSTRUMENTS INCORPORATED,TXN,2023Q1,2023Q1,265,53,0.2
TEXAS INSTRUMENTS INCORPORATED,TXN,2023Q2,2023Q2,189,38,0.20105820105820105
TEXAS INSTRUMENTS INCORPORATED,TXN,2023Q3,2023Q3,268,59,0.22014925373134328
TEXAS INSTRUMENTS INCORPORATED,TXN,2023Q4,2023Q4,256,53,0.20703125
"Teradata US, Inc.",TDC,2016Q1,2016Q1,7,3,0.42857142857142855
"Teradata US, Inc.",TDC,2016Q2,2016Q2,8,5,0.625
"Teradata US, Inc.",TDC,2016Q3,2016Q3,11,11,1.0
"Teradata US, Inc.",TDC,2016Q4,2016Q4,10,10,1.0
"Teradata US, Inc.",TDC,2017Q1,2017Q1,9,8,0.8888888888888888
"Teradata US, Inc.",TDC,2017Q2,2017Q2,8,4,0.5
"Teradata US, Inc.",TDC,2017Q3,2017Q3,7,4,0.5714285714285714
"Teradata US, Inc.",TDC,2017Q4,2017Q4,4,3,0.75
"Teradata US, Inc.",TDC,2018Q1,2018Q1,5,4,0.8
"Teradata US, Inc.",TDC,2018Q2,2018Q2,7,6,0.8571428571428571
"Teradata US, Inc.",TDC,2018Q3,2018Q3,5,4,0.8
"Teradata US, Inc.",TDC,2018Q4,2018Q4,1,1,1.0
"Teradata US, Inc.",TDC,2019Q1,2019Q1,2,1,0.5
"Teradata US, Inc.",TDC,2019Q2,2019Q2,6,4,0.6666666666666666
"Teradata US, Inc.",TDC,2019Q3,2019Q3,4,4,1.0
"Teradata US, Inc.",TDC,2019Q4,2019Q4,5,5,1.0
"Teradata US, Inc.",TDC,2020Q1,2020Q1,6,6,1.0
"Teradata US, Inc.",TDC,2020Q2,2020Q2,4,3,0.75
"Teradata US, Inc.",TDC,2020Q3,2020Q3,7,5,0.7142857142857143
"Teradata US, Inc.",TDC,2020Q4,2020Q4,5,3,0.6
"Teradata US, Inc.",TDC,2021Q1,2021Q1,4,2,0.5
"Teradata US, Inc.",TDC,2021Q2,2021Q2,8,6,0.75
"Teradata US, Inc.",TDC,2021Q3,2021Q3,8,5,0.625
"Teradata US, Inc.",TDC,2021Q4,2021Q4,1,1,1.0
"Teradata US, Inc.",TDC,2022Q1,2022Q1,2,2,1.0
"Teradata US, Inc.",TDC,2022Q2,2022Q2,4,3,0.75
"Teradata US, Inc.",TDC,2022Q3,2022Q3,8,6,0.75
"Teradata US, Inc.",TDC,2022Q4,2022Q4,8,8,1.0
"Teradata US, Inc.",TDC,2023Q1,2023Q1,8,8,1.0
"Teradata US, Inc.",TDC,2023Q2,2023Q2,6,5,0.8333333333333334
"Teradata US, Inc.",TDC,2023Q3,2023Q3,2,2,1.0
"Teradata US, Inc.",TDC,2023Q4,2023Q4,3,2,0.6666666666666666
The Boeing Company,BA,2016Q1,2016Q1,225,55,0.24444444444444444
The Boeing Company,BA,2016Q2,2016Q2,242,49,0.2024793388429752
The Boeing Company,BA,2016Q3,2016Q3,267,52,0.1947565543071161
The Boeing Company,BA,2016Q4,2016Q4,317,76,0.23974763406940064
The Boeing Company,BA,2017Q1,2017Q1,287,68,0.23693379790940766
The Boeing Company,BA,2017Q2,2017Q2,300,56,0.18666666666666668
The Boeing Company,BA,2017Q3,2017Q3,298,60,0.20134228187919462
The Boeing Company,BA,2017Q4,2017Q4,291,65,0.22336769759450173
The Boeing Company,BA,2018Q1,2018Q1,262,56,0.21374045801526717
The Boeing Company,BA,2018Q2,2018Q2,299,54,0.1806020066889632
The Boeing Company,BA,2018Q3,2018Q3,320,60,0.1875
The Boeing Company,BA,2018Q4,2018Q4,346,87,0.2514450867052023
The Boeing Company,BA,2019Q1,2019Q1,295,52,0.17627118644067796
The Boeing Company,BA,2019Q2,2019Q2,352,76,0.2159090909090909
The Boeing Company,BA,2019Q3,2019Q3,363,66,0.18181818181818182
The Boeing Company,BA,2019Q4,2019Q4,371,70,0.18867924528301888
The Boeing Company,BA,2020Q1,2020Q1,332,76,0.2289156626506024
The Boeing Company,BA,2020Q2,2020Q2,361,87,0.2409972299168975
The Boeing Company,BA,2020Q3,2020Q3,377,79,0.20954907161803712
The Boeing Company,BA,2020Q4,2020Q4,366,70,0.1912568306010929
The Boeing Company,BA,2021Q1,2021Q1,332,81,0.24397590361445784
The Boeing Company,BA,2021Q2,2021Q2,318,55,0.17295597484276728
The Boeing Company,BA,2021Q3,2021Q3,332,67,0.20180722891566266
The Boeing Company,BA,2021Q4,2021Q4,280,66,0.2357142857142857
The Boeing Company,BA,2022Q1,2022Q1,293,53,0.18088737201365188
The Boeing Company,BA,2022Q2,2022Q2,272,51,0.1875
The Boeing Company,BA,2022Q3,2022Q3,253,56,0.22134387351778656
The Boeing Company,BA,2022Q4,2022Q4,262,61,0.23282442748091603
The Boeing Company,BA,2023Q1,2023Q1,221,46,0.2081447963800905
